,Пол,Возраст,Зарплата,Члены семьи,Страховые выплаты
2377,1,32.0,25100.0,1,0
2378,1,39.0,32100.0,1,0
2379,0,29.0,42200.0,0,0
2380,1,19.0,45000.0,3,0
2381,1,26.0,25500.0,0,0
2382,0,21.0,37100.0,1,0
2383,0,31.0,33400.0,0,0
2384,0,39.0,40700.0,1,0
2385,1,36.0,32700.000000000004,1,0
2386,0,38.0,46200.0,2,0
2387,1,36.0,35300.0,4,0
2388,1,19.0,45400.0,1,0
2389,1,34.0,41500.0,2,0
2390,1,28.0,45800.0,1,0
2391,0,21.0,34400.0,1,0
2392,1,25.0,43500.0,2,0
2393,0,30.0,55700.0,0,0
2394,1,26.0,51900.0,0,0
2395,0,31.0,29300.0,3,0
2396,1,33.0,30800.0,3,0
2397,1,38.0,28400.0,1,0
2398,0,46.0,41200.0,0,1
2399,0,37.0,27400.0,1,0
2400,1,30.0,47700.0,0,0
2401,0,40.0,30900.0,0,0
2402,1,29.0,51100.0,1,0
2403,1,22.0,37100.0,1,0
2404,0,34.0,52500.0,0,0
2405,0,19.0,58200.0,2,0
2406,0,37.0,37100.0,3,0
2407,1,44.0,43600.0,3,1
2408,0,46.0,41700.0,1,1
2409,1,20.0,46700.0,0,0
2410,0,24.0,36700.0,0,0
2411,1,19.0,53200.0,1,0
2412,1,34.0,43900.0,1,0
2413,1,30.0,42600.0,2,0
2414,1,22.0,27700.0,4,0
2415,1,30.0,41600.0,1,0
2416,0,25.0,31200.0,2,0
2417,0,20.0,62400.0,0,0
2418,0,28.0,56100.0,0,0
2419,1,34.0,48100.0,0,0
2420,1,28.0,41800.0,2,0
2421,0,42.0,57600.0,0,1
2422,0,20.0,27700.0,0,0
2423,1,30.0,59300.0,1,0
2424,1,18.0,57100.0,1,0
2425,1,38.0,33500.0,0,0
2426,0,31.0,47600.0,3,0
2427,0,43.0,25700.0,1,1
2428,0,29.0,43400.0,1,0
2429,1,18.0,39800.0,2,0
2430,0,22.0,49200.0,2,0
2431,1,27.0,61000.0,0,0
2432,0,29.0,27500.0,0,0
2433,0,34.0,45000.0,0,0
2434,0,44.0,38100.0,1,1
2435,0,25.0,47000.0,1,0
2436,1,27.0,40000.0,2,0
2437,0,50.0,43700.0,3,2
2438,1,25.0,49600.0,6,0
2439,1,44.0,32200.000000000004,1,1
2440,0,25.0,43300.0,1,0
2441,1,31.0,24600.0,1,0
2442,1,30.0,40500.0,1,0
2443,1,25.0,32700.000000000004,0,0
2444,1,34.0,34800.0,1,0
2445,0,37.0,36700.0,2,0
2446,0,22.0,39200.0,2,0
2447,0,23.0,41100.0,0,0
2448,1,29.0,25600.0,0,0
2449,0,41.0,31400.0,1,0
2450,1,33.0,43700.0,2,0
2451,1,39.0,42900.0,0,0
2452,1,39.0,28500.0,2,0
2453,1,21.0,26700.0,4,0
2454,1,53.0,50900.0,1,2
2455,1,22.0,25600.0,0,0
2456,1,32.0,37800.0,1,0
2457,0,41.0,42400.0,1,0
2458,0,25.0,37600.0,1,0
2459,0,26.0,32600.0,0,0
2460,0,27.0,34200.0,2,0
2461,1,37.0,34300.0,3,0
2462,1,43.0,48000.0,1,1
2463,1,27.0,30800.0,0,0
2464,1,30.0,13800.0,5,0
2465,0,40.0,54000.0,2,0
2466,0,27.0,56400.0,1,0
2467,0,32.0,40800.0,3,0
2468,1,32.0,20600.0,2,0
2469,1,51.0,41100.0,3,2
2470,0,34.0,39900.0,0,0
2471,0,25.0,66300.0,1,0
2472,1,31.0,25000.0,0,0
2473,1,20.0,24400.0,1,0
2474,0,21.0,33400.0,3,0
2475,0,18.0,31400.0,1,0
2476,1,30.0,40900.0,0,0
2477,0,39.0,34000.0,0,0
2478,1,25.0,13800.0,3,0
2479,0,51.0,44500.0,0,2
2480,1,28.0,46600.0,0,0
2481,0,38.0,50000.0,0,0
2482,1,36.0,24600.0,0,0
2483,1,33.0,53000.0,1,0
2484,1,31.0,38700.0,4,0
2485,0,34.0,18800.0,1,0
2486,1,31.0,37200.0,1,0
2487,0,18.0,23100.0,0,0
2488,0,29.0,44900.0,1,0
2489,0,47.0,41600.0,2,1
2490,0,20.0,42000.0,0,0
2491,1,44.0,38100.0,3,1
2492,1,20.0,34800.0,0,0
2493,0,45.0,28500.0,0,1
2494,1,42.0,31000.0,0,1
2495,1,26.0,27300.0,0,0
2496,0,35.0,40500.0,2,0
2497,1,19.0,39300.0,0,0
2498,0,18.0,50200.0,3,0
2499,0,34.0,11000.0,3,0
2500,1,29.0,37600.0,2,0
2501,0,25.0,28300.0,0,0
2502,1,27.0,34100.0,1,0
2503,0,22.0,34900.0,0,0
2504,0,21.0,35400.0,3,0
2505,1,53.0,45300.0,1,2
2506,1,19.0,38600.0,2,0
2507,1,39.0,54200.0,0,0
2508,0,22.0,44600.0,3,0
2509,0,25.0,52600.0,1,0
2510,1,33.0,23800.0,1,0
2511,1,53.0,47100.0,0,2
2512,1,19.0,43200.0,1,0
2513,0,31.0,33700.0,3,0
2514,0,23.0,34100.0,0,0
2515,1,21.0,43100.0,3,0
2516,0,42.0,37800.0,2,0
2517,0,43.0,37500.0,0,1
2518,0,25.0,39700.0,3,0
2519,0,36.0,29700.0,2,0
2520,1,21.0,46100.0,2,0
2521,0,25.0,39100.0,1,0
2522,1,19.0,46200.0,1,0
2523,1,28.0,48900.0,1,0
2524,1,41.0,34100.0,0,0
2525,0,22.0,52500.0,1,0
2526,0,25.0,37600.0,1,0
2527,1,20.0,37600.0,1,0
2528,1,36.0,38000.0,0,0
2529,1,43.0,36500.0,2,1
2530,1,24.0,43500.0,1,0
2531,0,31.0,45300.0,1,0
2532,1,34.0,48000.0,3,0
2533,0,28.0,52300.0,3,0
2534,0,26.0,46700.0,0,0
2535,0,45.0,46800.0,1,1
2536,1,31.0,29200.0,2,0
2537,0,33.0,66100.0,1,0
2538,0,33.0,36400.0,1,0
2539,0,29.0,42800.0,3,0
2540,1,29.0,53900.0,1,0
2541,0,31.0,46300.0,0,0
2542,1,19.0,37600.0,4,0
2543,1,35.0,41900.0,0,0
2544,0,20.0,45100.0,0,0
2545,0,44.0,38800.0,0,1
2546,1,23.0,35400.0,2,0
2547,1,40.0,27100.0,0,0
2548,0,41.0,28300.0,1,0
2549,0,18.0,35300.0,2,0
2550,1,36.0,27800.0,0,0
2551,1,33.0,33400.0,1,0
2552,0,46.0,42600.0,3,1
2553,0,26.0,36100.0,1,0
2554,0,26.0,34100.0,0,0
2555,1,21.0,42200.0,0,0
2556,1,32.0,46600.0,2,0
2557,0,29.0,34400.0,1,0
2558,0,33.0,50600.0,2,0
2559,0,45.0,62000.0,2,1
2560,1,33.0,42000.0,3,0
2561,0,35.0,48400.0,1,0
2562,1,28.0,33900.0,1,0
2563,0,34.0,42900.0,0,0
2564,1,19.0,43600.0,3,0
2565,1,31.0,27900.0,1,0
2566,1,30.0,46600.0,2,0
2567,0,47.0,32800.0,0,1
2568,1,20.0,40200.0,0,0
2569,0,30.0,30700.0,4,0
2570,1,31.0,59500.0,2,0
2571,0,23.0,25100.0,0,0
2572,0,31.0,45800.0,0,0
2573,0,39.0,30000.0,3,0
2574,1,49.0,37100.0,1,2
2575,1,38.0,44000.0,1,0
2576,0,42.0,25700.0,3,0
2577,0,26.0,39100.0,1,0
2578,0,29.0,34500.0,0,0
2579,0,19.0,59200.0,0,0
2580,0,23.0,29000.0,2,0
2581,1,33.0,43000.0,1,0
2582,0,39.0,48000.0,0,0
2583,0,31.0,25300.0,1,0
2584,1,20.0,33600.0,0,0
2585,0,30.0,50400.0,1,0
2586,1,32.0,41900.0,2,0
2587,1,26.0,59200.0,0,0
2588,1,29.0,59100.0,3,0
2589,0,31.0,42100.0,0,0
2590,0,38.0,40200.0,0,0
2591,1,45.0,51000.0,2,1
2592,1,18.0,43100.0,1,0
2593,1,24.0,37200.0,2,0
2594,0,25.0,59500.0,1,0
2595,0,31.0,38800.0,1,0
2596,0,32.0,39900.0,1,0
2597,1,30.0,27500.0,1,0
2598,1,35.0,43500.0,0,0
2599,0,32.0,37700.0,2,0
2600,0,18.0,33700.0,3,0
2601,0,34.0,34600.0,1,0
2602,1,27.0,35000.0,1,0
2603,0,26.0,34500.0,0,0
2604,0,18.0,55100.0,0,0
2605,1,23.0,32800.0,2,0
2606,1,24.0,37000.0,3,0
2607,0,51.0,21800.0,0,2
2608,0,29.0,33600.0,1,0
2609,1,26.0,35100.0,1,0
2610,1,48.0,57800.0,0,1
2611,0,20.0,42900.0,1,0
2612,1,21.0,62800.0,0,0
2613,1,23.0,28600.0,0,0
2614,1,39.0,32900.0,0,0
2615,1,35.0,43200.0,2,0
2616,0,31.0,40700.0,0,0
2617,0,32.0,50400.0,1,0
2618,0,31.0,53500.0,0,0
2619,0,32.0,39300.0,1,0
2620,1,32.0,33300.0,2,0
2621,0,31.0,29400.0,2,0
2622,1,23.0,26500.0,0,0
2623,0,28.0,43000.0,0,0
2624,1,19.0,37300.0,0,0
2625,1,28.0,50300.0,2,0
2626,1,23.0,49500.0,1,0
2627,1,39.0,22500.0,0,0
2628,0,41.0,45500.0,0,0
2629,0,28.0,43000.0,1,0
2630,1,28.0,48500.0,0,0
2631,1,19.0,37500.0,1,0
2632,0,30.0,41300.0,1,0
2633,1,19.0,29200.0,0,0
2634,0,34.0,43400.0,2,0
2635,0,23.0,32900.0,0,0
2636,1,19.0,37000.0,2,0
2637,1,22.0,38600.0,1,0
2638,0,28.0,49200.0,3,0
2639,1,49.0,25800.0,1,2
2640,1,39.0,42100.0,0,0
2641,0,32.0,28300.0,1,0
2642,1,36.0,36500.0,2,0
2643,0,39.0,24900.0,2,0
2644,1,33.0,40000.0,1,0
2645,0,26.0,25800.0,2,0
2646,1,33.0,47500.0,2,0
2647,0,39.0,38900.0,3,0
2648,1,29.0,39300.0,0,0
2649,1,29.0,38800.0,5,0
2650,1,42.0,19200.0,0,1
2651,0,36.0,58500.0,1,0
2652,0,31.0,37600.0,0,0
2653,1,30.0,26300.0,0,0
2654,0,20.0,36800.0,0,0
2655,1,30.0,34700.0,1,0
2656,1,43.0,22200.0,2,1
2657,1,22.0,44800.0,2,0
2658,1,46.0,48300.0,1,1
2659,0,33.0,32800.0,1,0
2660,0,36.0,19900.0,1,0
2661,1,21.0,29400.0,2,0
2662,0,22.0,33800.0,1,0
2663,1,41.0,51000.0,0,0
2664,0,39.0,40300.0,1,0
2665,1,35.0,23500.0,1,0
2666,0,30.0,36400.0,3,0
2667,0,22.0,37000.0,1,0
2668,1,26.0,45700.0,1,0
2669,1,29.0,38800.0,1,0
2670,0,26.0,41600.0,3,0
2671,0,43.0,17300.0,2,1
2672,1,31.0,39300.0,2,0
2673,0,36.0,33900.0,1,0
2674,1,28.0,46200.0,0,0
2675,0,23.0,41600.0,0,0
2676,0,25.0,54900.0,3,0
2677,1,22.0,31000.0,1,0
2678,1,28.0,21500.0,2,0
2679,1,33.0,40900.0,2,0
2680,1,41.0,31200.0,1,0
2681,0,29.0,37600.0,0,0
2682,1,38.0,43000.0,0,0
2683,0,21.0,58400.0,1,0
2684,0,18.0,32400.0,4,0
2685,1,24.0,50000.0,0,0
2686,0,26.0,46600.0,2,0
2687,1,35.0,49900.0,3,0
2688,0,18.0,19700.0,0,0
2689,1,41.0,50100.0,1,0
2690,0,35.0,46300.0,1,0
2691,1,21.0,47400.0,2,0
2692,0,40.0,31300.0,1,0
2693,0,18.0,42600.0,1,0
2694,1,19.0,52600.0,0,0
2695,1,33.0,37500.0,4,0
2696,1,19.0,18300.0,0,0
2697,0,26.0,40800.0,2,0
2698,1,20.0,43300.0,0,0
2699,0,40.0,39400.0,3,0
2700,1,26.0,46800.0,2,0
2701,1,31.0,26100.0,3,0
2702,0,25.0,35700.0,0,0
2703,1,34.0,44800.0,1,0
2704,0,31.0,42700.0,4,0
2705,0,19.0,56300.0,2,0
2706,1,38.0,35100.0,1,0
2707,0,35.0,35200.0,0,0
2708,1,25.0,42100.0,3,0
2709,1,22.0,46700.0,0,0
2710,1,19.0,51600.0,0,0
2711,0,33.0,46500.0,3,0
2712,0,36.0,47400.0,1,0
2713,0,35.0,44600.0,0,0
2714,0,34.0,38100.0,2,0
2715,1,25.0,33000.0,2,0
2716,0,20.0,55900.0,0,0
2717,0,37.0,41000.0,0,0
2718,0,32.0,42000.0,2,0
2719,0,40.0,52100.0,3,0
2720,1,34.0,51200.0,1,0
2721,0,35.0,55100.0,2,0
2722,0,29.0,42200.0,2,0
2723,0,36.0,26400.0,0,0
2724,1,22.0,49300.0,2,0
2725,0,30.0,37200.0,0,0
2726,1,36.0,64000.0,3,0
2727,1,19.0,35900.0,1,0
2728,0,20.0,51400.0,3,0
2729,0,37.0,48500.0,0,0
2730,0,19.0,33300.0,1,0
2731,1,19.0,24200.0,3,0
2732,0,18.0,42700.0,0,0
2733,1,43.0,36800.0,0,1
2734,0,32.0,34300.0,1,0
2735,1,22.0,41300.0,1,0
2736,0,29.0,46100.0,0,0
2737,1,37.0,52400.0,1,0
2738,0,22.0,39900.0,2,0
2739,1,19.0,51200.0,1,0
2740,0,34.0,35000.0,1,0
2741,1,32.0,60900.0,1,0
2742,1,31.0,43200.0,2,0
2743,1,34.0,31400.0,1,0
2744,1,28.0,22700.0,3,0
2745,0,22.0,34600.0,0,0
2746,0,24.0,28100.0,2,0
2747,1,31.0,39500.0,0,0
2748,0,38.0,30800.0,0,0
2749,0,31.0,63600.0,4,0
2750,1,34.0,45800.0,1,0
2751,1,24.0,30900.0,1,0
2752,1,27.0,21100.0,1,0
2753,1,20.0,44400.0,0,0
2754,1,28.0,33000.0,1,0
2755,1,26.0,41200.0,0,0
2756,1,26.0,45600.0,3,0
2757,0,26.0,27800.0,1,0
2758,0,22.0,24500.0,0,0
2759,0,47.0,41000.0,3,1
2760,0,36.0,34200.0,0,0
2761,1,45.0,32100.0,3,1
2762,0,19.0,50700.0,1,0
2763,0,47.0,33600.0,1,1
2764,0,26.0,24500.0,0,0
2765,1,28.0,45500.0,0,0
2766,1,35.0,32400.0,2,0
2767,1,22.0,34000.0,1,0
2768,1,36.0,57400.0,1,0
2769,1,23.0,32800.0,4,0
2770,0,38.0,34100.0,1,0
2771,1,36.0,44600.0,1,0
2772,1,19.0,54800.0,1,0
2773,1,24.0,26100.0,2,0
2774,1,43.0,41700.0,1,1
2775,1,41.0,42400.0,1,0
2776,1,28.0,32400.0,1,0
2777,1,33.0,34300.0,2,0
2778,0,21.0,60700.0,1,0
2779,1,25.0,24700.0,1,0
2780,1,27.0,55700.0,1,0
2781,0,21.0,51600.0,3,0
2782,1,25.0,43000.0,1,0
2783,0,39.0,57800.0,1,0
2784,1,25.0,44300.0,0,0
2785,1,40.0,23600.0,0,0
2786,0,26.0,40500.0,1,0
2787,0,19.0,33100.0,2,0
2788,1,24.0,41300.0,1,0
2789,0,33.0,54700.0,1,0
2790,0,42.0,40000.0,1,1
2791,1,25.0,46100.0,1,0
2792,0,40.0,21100.0,0,0
2793,0,23.0,40600.0,0,0
2794,1,34.0,42900.0,1,0
2795,0,18.0,38100.0,1,0
2796,1,22.0,33300.0,4,0
2797,1,25.0,35900.0,4,0
2798,0,42.0,23400.0,0,1
2799,1,23.0,22500.0,2,0
2800,1,30.0,42300.0,1,0
2801,1,22.0,40200.0,0,0
2802,0,52.0,52300.0,1,2
2803,1,37.0,30000.0,1,0
2804,0,42.0,45700.0,3,0
2805,0,47.0,32700.000000000004,1,1
2806,1,35.0,25200.0,0,0
2807,1,18.0,48600.0,2,0
2808,0,20.0,38200.0,1,0
2809,1,27.0,36900.0,1,0
2810,0,37.0,28100.0,1,0
2811,1,27.0,40100.0,2,0
2812,1,44.0,32600.0,1,1
2813,1,28.0,39400.0,1,0
2814,0,36.0,40100.0,1,0
2815,0,19.0,46500.0,1,0
2816,1,21.0,29000.0,0,0
2817,1,30.0,46800.0,1,0
2818,0,52.0,40700.0,0,2
2819,0,37.0,37300.0,1,0
2820,0,24.0,45200.0,0,0
2821,0,44.0,57400.0,3,1
2822,1,27.0,49300.0,0,0
2823,0,38.0,41800.0,3,0
2824,1,40.0,41900.0,1,0
2825,0,35.0,54300.0,0,0
2826,0,32.0,48700.0,2,0
2827,1,33.0,39900.0,0,0
2828,1,24.0,32600.0,1,0
2829,1,25.0,43200.0,2,0
2830,1,27.0,28800.0,0,0
2831,1,35.0,26700.0,1,0
2832,0,38.0,43700.0,0,0
2833,0,27.0,46500.0,1,0
2834,0,53.0,23000.0,2,2
2835,1,36.0,44100.0,1,0
2836,0,18.0,19100.0,0,0
2837,0,37.0,35100.0,2,0
2838,0,27.0,18600.0,0,0
2839,0,33.0,28800.0,3,0
2840,1,22.0,36200.0,1,0
2841,1,26.0,47400.0,0,0
2842,1,22.0,44400.0,2,0
2843,0,26.0,37100.0,2,0
2844,1,28.0,41100.0,0,0
2845,1,24.0,33700.0,1,0
2846,0,38.0,27500.0,1,0
2847,0,28.0,48900.0,1,0
2848,1,47.0,43200.0,2,1
2849,1,26.0,38800.0,1,0
2850,1,30.0,33200.0,0,0
2851,0,24.0,32500.0,0,0
2852,0,34.0,35100.0,0,0
2853,0,19.0,51700.0,0,0
2854,0,21.0,37200.0,0,0
2855,0,42.0,49800.0,1,1
2856,0,31.0,45000.0,1,0
2857,0,26.0,18700.0,0,0
2858,0,30.0,25400.0,2,0
2859,0,27.0,43600.0,4,0
2860,1,46.0,51400.0,1,1
2861,0,22.0,59600.0,2,0
2862,0,25.0,33100.0,0,0
2863,0,25.0,28600.0,2,0
2864,1,37.0,45100.0,2,0
2865,1,29.0,47400.0,1,0
2866,1,33.0,55600.0,0,0
2867,1,32.0,48900.0,0,0
2868,1,27.0,28800.0,2,0
2869,0,50.0,24700.0,1,2
2870,1,36.0,33500.0,2,0
2871,1,35.0,44000.0,0,0
2872,0,34.0,47700.0,1,0
2873,0,41.0,25800.0,0,0
2874,0,32.0,58200.0,0,0
2875,1,35.0,40500.0,3,0
2876,0,35.0,41000.0,2,0
2877,0,35.0,37600.0,0,0
2878,0,20.0,40300.0,0,0
2879,0,23.0,40100.0,2,0
2880,1,27.0,37900.0,0,0
2881,0,28.0,39800.0,1,0
2882,1,37.0,42300.0,1,0
2883,1,49.0,41700.0,0,2
2884,1,21.0,45200.0,1,0
2885,1,27.0,57700.0,1,0
2886,0,33.0,54500.0,0,0
2887,0,38.0,32900.0,0,0
2888,0,30.0,48200.0,4,0
2889,1,23.0,46400.0,0,0
2890,0,23.0,36600.0,0,0
2891,0,45.0,51200.0,0,1
2892,1,31.0,54500.0,0,0
2893,0,25.0,55000.0,4,0
2894,0,22.0,58900.0,4,0
2895,0,35.0,53700.0,1,0
2896,0,23.0,39800.0,1,0
2897,0,31.0,46000.0,0,0
2898,1,41.0,58400.0,0,0
2899,1,28.0,39900.0,2,0
2900,1,36.0,25100.0,2,0
2901,0,31.0,43300.0,0,0
2902,1,43.0,28200.0,3,1
2903,0,39.0,34900.0,3,0
2904,1,35.0,36700.0,0,0
2905,0,28.0,23700.0,2,0
2906,1,24.0,48300.0,1,0
2907,0,19.0,49000.0,2,0
2908,0,20.0,41400.0,1,0
2909,1,36.0,35900.0,1,0
2910,1,35.0,55700.0,1,0
2911,0,20.0,62700.0,1,0
2912,1,42.0,46900.0,0,1
2913,0,37.0,36600.0,1,0
2914,0,41.0,52700.0,2,0
2915,0,37.0,42800.0,1,0
2916,0,31.0,34900.0,0,0
2917,0,29.0,43200.0,1,0
2918,0,27.0,37900.0,1,0
2919,0,22.0,56600.0,0,0
2920,0,35.0,56400.0,3,0
2921,0,28.0,44500.0,1,0
2922,0,34.0,39800.0,1,0
2923,0,44.0,39000.0,2,1
2924,1,33.0,38100.0,1,0
2925,1,43.0,28300.0,1,1
2926,1,23.0,42700.0,0,0
2927,0,41.0,33800.0,2,0
2928,1,36.0,53600.0,2,0
2929,1,32.0,52600.0,3,0
2930,0,21.0,39600.0,3,0
2931,0,34.0,27500.0,2,0
2932,0,33.0,32600.0,1,0
2933,0,25.0,48800.0,1,0
2934,0,30.0,36200.0,1,0
2935,1,25.0,33000.0,0,0
2936,0,38.0,45600.0,3,0
2937,0,38.0,27000.0,1,0
2938,0,24.0,35800.0,2,0
2939,0,37.0,21400.0,0,0
2940,1,36.0,44100.0,0,0
2941,1,20.0,57600.0,0,0
2942,0,46.0,36400.0,0,1
2943,0,32.0,33600.0,3,0
2944,0,23.0,19200.0,3,0
2945,1,23.0,35100.0,3,0
2946,1,26.0,30000.0,1,0
2947,0,39.0,28800.0,3,0
2948,1,27.0,36000.0,0,0
2949,0,40.0,43400.0,1,0
2950,0,34.0,33400.0,1,0
2951,1,30.0,31600.0,0,0
2952,1,26.0,58800.0,2,0
2953,1,25.0,40000.0,0,0
2954,0,46.0,41600.0,1,1
2955,1,32.0,21600.0,0,0
2956,0,39.0,35700.0,1,0
2957,1,29.0,50500.0,0,0
2958,0,39.0,34200.0,3,0
2959,1,35.0,37100.0,1,0
2960,0,29.0,39200.0,1,0
2961,1,22.0,41500.0,1,0
2962,1,41.0,41100.0,2,0
2963,1,28.0,37900.0,0,0
2964,1,37.0,28100.0,0,0
2965,0,44.0,46300.0,0,1
2966,0,27.0,68400.0,0,0
2967,0,27.0,34700.0,0,0
2968,1,28.0,36500.0,0,0
2969,0,37.0,42500.0,1,0
2970,1,32.0,17100.0,3,0
2971,0,34.0,44000.0,1,0
2972,1,44.0,33000.0,1,1
2973,0,44.0,51500.0,1,1
2974,0,27.0,29700.0,1,0
2975,1,24.0,37800.0,0,0
2976,1,35.0,42300.0,1,0
2977,1,36.0,33000.0,1,0
2978,1,32.0,40900.0,3,0
2979,1,21.0,19600.0,0,0
2980,0,32.0,32600.0,0,0
2981,1,31.0,49100.0,0,0
2982,0,29.0,46800.0,2,0
2983,0,20.0,49400.0,1,0
2984,1,33.0,28000.0,1,0
2985,1,28.0,49000.0,1,0
2986,1,33.0,40200.0,1,0
2987,1,23.0,49900.0,1,0
2988,1,32.0,21600.0,0,0
2989,1,40.0,38400.0,0,0
2990,1,19.0,43100.0,1,0
2991,0,32.0,47400.0,2,0
2992,0,47.0,37900.0,0,1
2993,0,36.0,42000.0,0,0
2994,1,29.0,32200.000000000004,1,0
2995,0,41.0,45700.0,0,0
2996,1,22.0,41200.0,0,0
2997,1,38.0,39800.0,2,0
2998,0,31.0,49400.0,1,0
2999,0,23.0,35700.0,0,0
3000,1,32.0,37100.0,2,0
3001,1,18.0,13300.0,1,0
3002,1,32.0,47500.0,1,0
3003,0,39.0,19300.0,2,0
3004,0,38.0,31500.0,1,0
3005,0,27.0,30900.0,1,0
3006,1,22.0,54100.0,1,0
3007,1,30.0,35000.0,1,0
3008,0,44.0,35800.0,1,1
3009,1,35.0,43000.0,1,0
3010,1,36.0,34200.0,0,0
3011,1,36.0,68500.0,1,0
3012,1,31.0,28100.0,1,0
3013,0,19.0,53500.0,2,0
3014,1,23.0,39800.0,2,0
3015,1,31.0,35700.0,0,0
3016,1,22.0,40500.0,0,0
3017,0,40.0,46200.0,1,0
3018,1,21.0,31700.0,1,0
3019,0,33.0,33700.0,2,0
3020,0,40.0,45900.0,0,0
3021,0,28.0,41100.0,4,0
3022,1,22.0,24700.0,0,0
3023,0,49.0,40600.0,1,2
3024,0,31.0,36600.0,2,0
3025,1,34.0,51300.0,0,0
3026,0,24.0,38500.0,0,0
3027,0,32.0,31000.0,1,0
3028,0,35.0,25300.0,1,0
3029,0,32.0,29100.0,0,0
3030,0,21.0,39000.0,5,0
3031,1,47.0,54400.0,1,1
3032,1,37.0,22900.0,3,0
3033,0,34.0,49400.0,0,0
3034,1,34.0,59300.0,1,0
3035,0,21.0,45300.0,0,0
3036,0,29.0,37800.0,2,0
3037,1,44.0,49900.0,0,1
3038,1,32.0,41900.0,2,0
3039,1,21.0,22600.0,2,0
3040,1,26.0,47600.0,1,0
3041,1,33.0,24600.0,3,0
3042,1,40.0,55200.0,1,0
3043,1,50.0,45300.0,1,2
3044,1,20.0,48100.0,2,0
3045,0,31.0,52500.0,0,0
3046,1,38.0,24200.0,2,0
3047,0,24.0,41100.0,2,0
3048,0,39.0,24900.0,0,0
3049,0,24.0,41200.0,0,0
3050,0,46.0,46700.0,1,1
3051,1,23.0,56900.0,4,0
3052,1,35.0,54400.0,3,0
3053,1,26.0,46300.0,1,0
3054,1,31.0,49300.0,0,0
3055,0,55.0,40800.0,1,3
3056,0,42.0,33100.0,1,1
3057,1,33.0,38400.0,2,0
3058,1,31.0,47300.0,0,0
3059,0,18.0,33400.0,2,0
3060,0,20.0,36600.0,1,0
3061,1,36.0,47500.0,1,0
3062,1,32.0,53700.0,1,0
3063,0,24.0,64400.00000000001,0,0
3064,1,22.0,53300.0,2,0
3065,0,38.0,58300.0,2,0
3066,0,21.0,45800.0,3,0
3067,0,20.0,41500.0,0,0
3068,1,34.0,35800.0,0,0
3069,1,18.0,53900.0,0,0
3070,1,30.0,53800.0,0,0
3071,0,39.0,52200.0,0,0
3072,0,23.0,27600.0,2,0
3073,1,51.0,33400.0,2,2
3074,0,37.0,33400.0,5,0
3075,0,40.0,42900.0,2,0
3076,1,31.0,45800.0,0,0
3077,1,25.0,42000.0,1,0
3078,0,27.0,52500.0,2,0
3079,0,39.0,26900.0,5,0
3080,0,31.0,29100.0,1,0
3081,1,35.0,41500.0,4,0
3082,1,28.0,45300.0,2,0
3083,0,37.0,41800.0,1,0
3084,1,29.0,37800.0,1,0
3085,0,32.0,40000.0,1,0
3086,0,30.0,23700.0,3,0
3087,0,31.0,49400.0,1,0
3088,0,35.0,54900.0,0,0
3089,0,34.0,34600.0,2,0
3090,1,26.0,42000.0,0,0
3091,1,38.0,37100.0,0,0
3092,1,38.0,46500.0,0,0
3093,1,29.0,67200.0,1,0
3094,1,31.0,47300.0,3,0
3095,1,34.0,34400.0,2,0
3096,0,25.0,57600.0,4,0
3097,1,29.0,53000.0,0,0
3098,0,29.0,37100.0,1,0
3099,1,34.0,53100.0,0,0
3100,0,33.0,36300.0,0,0
3101,1,36.0,35000.0,1,0
3102,0,57.0,22600.0,2,3
3103,0,41.0,38800.0,0,0
3104,1,33.0,41000.0,0,0
3105,1,22.0,48300.0,0,0
3106,1,30.0,45200.0,0,0
3107,0,30.0,49400.0,1,0
3108,0,21.0,40200.0,2,0
3109,0,35.0,48800.0,0,0
3110,1,32.0,56900.0,0,0
3111,0,25.0,55100.0,2,0
3112,0,38.0,38100.0,3,0
3113,1,39.0,47100.0,1,0
3114,1,35.0,41200.0,0,0
3115,0,30.0,30200.0,1,0
3116,1,30.0,60900.0,2,0
3117,0,60.0,43400.0,2,4
3118,1,19.0,57800.0,1,0
3119,1,31.0,28400.0,1,0
3120,0,40.0,34100.0,1,0
3121,0,38.0,30800.0,1,0
3122,0,27.0,36300.0,0,0
3123,1,22.0,45400.0,2,0
3124,1,22.0,50300.0,1,0
3125,1,30.0,35900.0,1,0
3126,0,51.0,38300.0,1,2
3127,0,47.0,49700.0,1,1
3128,0,28.0,47500.0,0,0
3129,0,32.0,51700.0,1,0
3130,0,28.0,49100.0,1,0
3131,1,24.0,20700.0,0,0
3132,1,29.0,42100.0,0,0
3133,0,43.0,46500.0,0,1
3134,0,21.0,16200.0,2,0
3135,1,25.0,37000.0,0,0
3136,0,22.0,37800.0,1,0
3137,1,27.0,28400.0,0,0
3138,0,35.0,33700.0,2,0
3139,1,43.0,32200.000000000004,2,1
3140,0,29.0,52700.0,1,0
3141,0,21.0,37200.0,0,0
3142,0,26.0,30000.0,0,0
3143,0,43.0,48700.0,0,1
3144,1,41.0,43500.0,1,0
3145,0,26.0,40700.0,4,0
3146,1,35.0,44800.0,1,0
3147,1,23.0,52300.0,3,0
3148,1,23.0,29500.0,3,0
3149,0,41.0,48900.0,0,0
3150,0,23.0,53600.0,1,0
