,platform,sales_year,genre,online,offline,critic_score,user_score,rating,game_id
2971,PSV,2018.0,Adventure,0.0,0.0,,,,49436
2972,XOne,2016.0,Shooter,4.0,0.0,63.0,6.3,M,28508
2973,DS,2017.0,Platform,0.0,4.0,,,,44657
2974,DS,2017.0,Adventure,0.0,0.0,,,,25646
2975,DS,2017.0,Role-Playing,0.0,0.0,,,,10023
2976,PS4,2016.0,Action,0.0,4.0,,,,36604
2977,PSV,2015.0,Role-Playing,0.0,0.0,,,,44851
2978,PS4,2016.0,Racing,0.0,4.0,71.0,8.1,E,28799
2979,Wii,2017.0,Misc,3.0,1.0,,tbd,E,19359
2980,3DS,2015.0,Action,0.0,4.0,,tbd,E,32221
2981,PSV,2015.0,Action,0.0,0.0,,,,43402
2982,PC,2016.0,Adventure,1.0,4.0,83.0,8.6,M,13691
2983,3DS,2017.0,Simulation,0.0,0.0,,,,22236
2984,PC,2017.0,Puzzle,0.0,4.0,,,,17731
2985,PS3,2016.0,Action,0.0,0.0,,,,44502
2986,PS4,2016.0,Action,2.0,2.0,66.0,7,T,16840
2987,3DS,2016.0,Misc,0.0,0.0,,,,37859
2988,PSV,2018.0,Action,0.0,0.0,,,,11808
2989,PC,2015.0,Sports,0.0,4.0,76.0,4.3,E,28285
2990,XOne,2016.0,Action,3.0,1.0,55.0,6,T,16518
2991,PS3,2018.0,Puzzle,0.0,0.0,,,,18310
2992,PSV,2016.0,Action,0.0,0.0,,,,27599
2993,Wii,2018.0,Action,0.0,4.0,,,,21901
2994,3DS,2017.0,Platform,4.0,0.0,,tbd,E,33287
2995,X360,2018.0,Shooter,2.0,2.0,35.0,5.8,M,46871
2996,3DS,2015.0,Platform,1.0,0.0,82.0,8.5,E10+,28345
2997,3DS,2015.0,Action,0.0,0.0,,,,47567
2998,PS3,2018.0,Adventure,0.0,0.0,,,,38742
2999,PS4,2018.0,Strategy,3.0,0.0,80.0,8.1,T,22555
3000,PSP,2018.0,Role-Playing,0.0,0.0,,,,21161
3001,PSP,2017.0,Adventure,0.0,0.0,67.0,8.2,M,19367
3002,PS3,2018.0,Platform,0.0,0.0,,,,16242
3003,Wii,2017.0,Sports,4.0,0.0,,,,37117
3004,PSV,2018.0,Role-Playing,0.0,0.0,,,,19400
3005,X360,2016.0,Action,1.0,3.0,,4.3,T,42984
3006,DS,2017.0,Misc,4.0,0.0,,,,18953
3007,PSV,2018.0,Adventure,3.0,0.0,,8.4,M,23109
3008,3DS,2017.0,Action,0.0,4.0,43.0,8.3,E,32136
3009,PS3,2017.0,Simulation,0.0,0.0,,,,29031
3010,PS3,2015.0,Fighting,0.0,0.0,,6.3,T,24471
3011,X360,2018.0,Sports,2.0,1.0,,,,22132
3012,PS3,2016.0,Role-Playing,0.0,0.0,,,,21812
3013,XOne,2015.0,Adventure,3.0,1.0,81.0,8.9,T,19368
3014,PS3,2015.0,Action,3.0,0.0,,,,31276
3015,DS,2017.0,Action,0.0,0.0,,,,37492
3016,3DS,2018.0,Action,0.0,0.0,,,,21107
3017,PS3,2017.0,Misc,3.0,0.0,,tbd,T,45463
3018,PS3,2017.0,Fighting,0.0,0.0,,,,13950
3019,PS4,2015.0,Fighting,1.0,0.0,70.0,6.9,T,43047
3020,3DS,2017.0,Misc,0.0,0.0,,,,13820
3021,PC,2018.0,Shooter,0.0,4.0,69.0,5.9,M,25937
3022,PSV,2018.0,Adventure,0.0,0.0,,,,32324
3023,PSV,2018.0,Fighting,2.0,0.0,,,,17674
3024,PSP,2017.0,Adventure,0.0,0.0,,,,38930
3025,PSP,2018.0,Action,0.0,0.0,,,,26017
3026,PS3,2017.0,Racing,2.0,1.0,13.0,1,M,28618
3027,PC,2017.0,Adventure,1.0,2.0,,tbd,T,16726
3028,3DS,2017.0,Action,0.0,0.0,,,,25979
3029,3DS,2015.0,Action,3.0,0.0,46.0,5.8,E,49200
3030,3DS,2015.0,Action,3.0,0.0,45.0,5.6,E10+,33434
3031,PC,2018.0,Sports,4.0,0.0,,5.7,E,39628
3032,PSP,2017.0,Role-Playing,0.0,0.0,,,,33212
3033,3DS,2018.0,Misc,4.0,0.0,,6.3,E,16437
3034,PSV,2016.0,Action,0.0,0.0,,,,11244
3035,X360,2018.0,Fighting,4.0,0.0,37.0,6.3,M,30805
3036,PC,2015.0,Strategy,0.0,4.0,,,,40348
3037,PSV,2016.0,Misc,0.0,0.0,,,,42165
3038,PS3,2017.0,Misc,1.0,3.0,,,,31206
3039,DS,2017.0,Shooter,4.0,0.0,,,,16335
3040,DS,2017.0,Puzzle,4.0,0.0,,tbd,E,11607
3041,PSP,2017.0,Adventure,0.0,0.0,,,,16704
3042,PS4,2016.0,Sports,0.0,4.0,64.0,6.8,E,12612
3043,PS3,2015.0,Action,0.0,0.0,,,,42245
3044,PC,2016.0,Strategy,0.0,4.0,78.0,8,,27251
3045,PSP,2017.0,Adventure,0.0,0.0,,,,37592
3046,X360,2017.0,Adventure,0.0,4.0,,,,33630
3047,X360,2016.0,Shooter,2.0,2.0,,tbd,M,36221
3048,3DS,2017.0,Sports,0.0,4.0,,,,26970
3049,PSP,2018.0,Role-Playing,0.0,0.0,,,,28641
3050,PS3,2018.0,Racing,4.0,0.0,62.0,4.9,E,45718
3051,PSV,2018.0,Action,0.0,0.0,,,,46313
3052,X360,2018.0,Sports,4.0,0.0,,,,37156
3053,PSP,2017.0,Adventure,0.0,0.0,,,,19555
3054,PS4,2016.0,Adventure,3.0,0.0,72.0,8.3,T,25688
3055,PC,2017.0,Sports,0.0,3.0,66.0,7.3,E,28138
3056,PS3,2015.0,Action,0.0,3.0,,tbd,E,22627
3057,PSP,2018.0,Action,0.0,0.0,,,,35637
3058,PS3,2018.0,Fighting,4.0,0.0,,tbd,M,22759
3059,3DS,2017.0,Role-Playing,0.0,0.0,65.0,7.8,T,22358
3060,XOne,2018.0,Action,0.0,4.0,84.0,7.7,T,12275
3061,3DS,2018.0,Adventure,0.0,0.0,,,,13672
3062,X360,2017.0,Shooter,0.0,0.0,,,,13123
3063,3DS,2016.0,Adventure,0.0,0.0,,,,39696
3064,PSP,2018.0,Action,0.0,0.0,,,,42841
3065,PSV,2018.0,Racing,2.0,1.0,,3.8,E,34538
3066,PSP,2017.0,Role-Playing,0.0,0.0,,,,15540
3067,PSP,2018.0,Sports,0.0,0.0,,,,22543
3068,PC,2017.0,Strategy,0.0,3.0,68.0,4.9,T,13107
3069,PSP,2017.0,Sports,0.0,0.0,,,,30900
3070,PSP,2017.0,Adventure,0.0,0.0,,,,32447
3071,PS3,2018.0,Role-Playing,0.0,0.0,,,,24286
3072,PC,2017.0,Action,0.0,4.0,77.0,7,M,23953
3073,PS3,2017.0,Adventure,0.0,0.0,,,,10921
3074,PSP,2017.0,Adventure,0.0,0.0,,,,45563
3075,PS3,2017.0,Shooter,2.0,1.0,,,,18096
3076,PSP,2017.0,Adventure,0.0,0.0,,,,28907
3077,PS3,2017.0,Action,0.0,0.0,,8.4,T,10330
3078,X360,2017.0,Fighting,2.0,0.0,,,T,34765
3079,PS3,2015.0,Action,0.0,0.0,,8.3,T,49441
3080,PSV,2015.0,Action,0.0,0.0,,,,45486
3081,3DS,2018.0,Adventure,0.0,0.0,,,,27968
3082,X360,2017.0,Sports,0.0,3.0,,,,35090
3083,PS4,2016.0,Action,2.0,0.0,78.0,6.6,M,44046
3084,3DS,2016.0,Misc,0.0,0.0,,,,34867
3085,X360,2017.0,Action,3.0,0.0,,,,47581
3086,PC,2015.0,Simulation,0.0,4.0,,7.6,T,49759
3087,PS3,2015.0,Adventure,2.0,2.0,,,,27657
3088,PC,2018.0,Action,0.0,3.0,48.0,3.8,M,10080
3089,PS4,2015.0,Role-Playing,0.0,0.0,,,,37517
3090,PSV,2015.0,Role-Playing,0.0,0.0,,,,41319
3091,PC,2017.0,Simulation,2.0,1.0,48.0,3.1,T,18624
3092,3DS,2015.0,Platform,3.0,0.0,,tbd,E,14328
3093,3DS,2015.0,Adventure,0.0,0.0,,,,16180
3094,PS4,2016.0,Action,0.0,0.0,,,,45043
3095,DS,2017.0,Misc,0.0,3.0,,,,31218
3096,PS4,2016.0,Action,1.0,2.0,,7.8,M,47118
3097,DS,2017.0,Puzzle,0.0,3.0,,,,45078
3098,PSV,2015.0,Action,0.0,2.0,,8.1,M,48286
3099,PSP,2018.0,Action,0.0,0.0,,,,16838
3100,PC,2017.0,Racing,0.0,3.0,60.0,6.4,,17368
3101,XOne,2015.0,Sports,0.0,4.0,,,,38709
3102,PC,2015.0,Action,0.0,4.0,72.0,7.1,E10+,28501
3103,3DS,2015.0,Action,0.0,0.0,,,,11914
3104,DS,2018.0,Action,0.0,0.0,,,,42518
3105,PSV,2015.0,Misc,0.0,0.0,,,,37991
3106,PC,2015.0,Simulation,0.0,4.0,,4,E,40215
3107,Wii,2017.0,Shooter,3.0,0.0,,,,42853
3108,PS3,2018.0,Adventure,0.0,0.0,,,,23892
3109,XOne,2018.0,Action,1.0,3.0,,,,36493
3110,PSP,2018.0,Action,0.0,0.0,,,,38916
3111,PC,2017.0,Shooter,0.0,4.0,61.0,6.2,T,32187
3112,PSP,2018.0,Action,0.0,0.0,,,,21008
3113,XOne,2016.0,Racing,3.0,0.0,,1.6,E,15717
3114,PSP,2017.0,Adventure,0.0,0.0,,,,38423
3115,3DS,2017.0,Action,2.0,1.0,49.0,6.3,E,47892
3116,PSV,2018.0,Role-Playing,0.0,0.0,,,,23732
3117,PC,2018.0,Action,1.0,3.0,58.0,7.7,M,34516
3118,PS4,2015.0,Role-Playing,1.0,0.0,69.0,7.9,T,20978
3119,PS3,2018.0,Role-Playing,3.0,0.0,,,,37728
3120,PS4,2015.0,Action,0.0,3.0,69.0,6.4,T,46958
3121,PC,2017.0,Strategy,0.0,3.0,66.0,7.8,E10+,23424
3122,PSV,2015.0,Role-Playing,0.0,0.0,72.0,8.1,T,13802
3123,PC,2017.0,Role-Playing,2.0,1.0,56.0,5.7,M,30973
3124,PSV,2018.0,Racing,0.0,0.0,,,,21910
3125,PSV,2018.0,Role-Playing,0.0,0.0,,,,23063
3126,PSP,2018.0,Action,0.0,0.0,,,,48917
3127,PSP,2017.0,Adventure,0.0,0.0,,,,38563
3128,PS3,2017.0,Sports,0.0,3.0,,tbd,,27218
3129,PS3,2018.0,Role-Playing,0.0,0.0,68.0,6.3,T,32807
3130,3DS,2015.0,Strategy,0.0,0.0,,,,44481
3131,PS3,2016.0,Misc,0.0,0.0,,,,36758
3132,PC,2017.0,Platform,0.0,3.0,84.0,8.4,E10+,27984
3133,PSP,2017.0,Adventure,0.0,0.0,,,,10579
3134,PSP,2018.0,Action,0.0,0.0,,,,29028
3135,PC,2016.0,Simulation,0.0,3.0,70.0,7,,45747
3136,PC,2016.0,Shooter,1.0,2.0,54.0,3.5,M,20653
3137,PS4,2017.0,Role-Playing,0.0,0.0,,,,10810
3138,XOne,2016.0,Misc,3.0,0.0,75.0,8,E10+,15552
3139,X360,2016.0,Misc,2.0,2.0,,tbd,E10+,44484
3140,PSV,2015.0,Role-Playing,2.0,0.0,71.0,8,T,21195
3141,3DS,2017.0,Misc,1.0,2.0,,,,16570
3142,X360,2016.0,Sports,1.0,2.0,,6.5,E,41314
3143,PS4,2016.0,Action,1.0,2.0,,,,37179
3144,3DS,2015.0,Misc,0.0,0.0,,,,21145
3145,PSV,2016.0,Action,0.0,0.0,,,,49168
3146,3DS,2016.0,Action,0.0,0.0,,,,49830
3147,PSP,2018.0,Adventure,0.0,0.0,,,,18841
3148,DS,2017.0,Adventure,0.0,0.0,,,,23134
3149,PSP,2018.0,Action,0.0,0.0,,,,18448
3150,DS,2017.0,Misc,0.0,3.0,,,,42246
3151,WiiU,2017.0,Action,2.0,1.0,,,,33126
3152,PS3,2017.0,Adventure,2.0,0.0,,7.1,M,44526
3153,PSV,2015.0,Role-Playing,0.0,0.0,,,,31623
3154,3DS,2017.0,Strategy,0.0,0.0,,,,11574
3155,3DS,2018.0,Simulation,0.0,0.0,,,,14889
3156,3DS,2016.0,Action,0.0,0.0,,,,48859
3157,PS3,2017.0,Action,0.0,0.0,,,,34279
3158,PSV,2016.0,Sports,0.0,0.0,,,,15602
3159,PC,2016.0,Sports,0.0,3.0,64.0,4.8,,35349
3160,3DS,2016.0,Action,0.0,0.0,,,,24040
3161,PS4,2016.0,Action,0.0,0.0,,,,37902
3162,PS4,2018.0,Action,0.0,3.0,73.0,7.5,T,31953
3163,PS3,2018.0,Misc,0.0,0.0,,,,17755
3164,PS4,2018.0,Sports,0.0,3.0,53.0,5.1,E,44860
3165,PC,2017.0,Adventure,0.0,3.0,75.0,7.5,,36151
3166,PSP,2018.0,Action,0.0,0.0,,,,27456
3167,DS,2017.0,Puzzle,3.0,0.0,,tbd,E10+,47572
3168,PC,2017.0,Strategy,0.0,3.0,53.0,4,,36604
3169,PSV,2015.0,Action,0.0,0.0,,,,18391
3170,PC,2016.0,Racing,0.0,3.0,,,,37839
3171,3DS,2018.0,Action,3.0,0.0,,tbd,T,44848
3172,PC,2017.0,Action,0.0,3.0,55.0,6,M,22820
3173,PSV,2016.0,Fighting,0.0,0.0,,,,23556
3174,PS3,2018.0,Misc,0.0,0.0,,,,21073
3175,PS3,2017.0,Adventure,0.0,0.0,,,,30584
3176,3DS,2018.0,Action,0.0,0.0,,,,49903
3177,PS4,2016.0,Shooter,3.0,0.0,77.0,6.9,M,47466
3178,3DS,2015.0,Puzzle,0.0,3.0,,tbd,,20594
3179,3DS,2015.0,Role-Playing,2.0,0.0,,,,24467
3180,PS4,2016.0,Role-Playing,0.0,0.0,,,,42344
3181,DS,2017.0,Role-Playing,0.0,0.0,,,,14658
3182,3DS,2017.0,Strategy,0.0,0.0,,,,29680
3183,PC,2018.0,Action,0.0,3.0,,tbd,,23194
3184,WiiU,2018.0,Action,1.0,2.0,,5.2,E,37065
3185,PS3,2017.0,Strategy,0.0,0.0,,,,39017
3186,3DS,2018.0,Action,0.0,0.0,,,,41674
3187,PSP,2017.0,Adventure,0.0,0.0,,,,36422
3188,PSP,2017.0,Adventure,0.0,0.0,,,,49307
3189,PS4,2015.0,Fighting,0.0,0.0,61.0,7.4,T,47113
3190,PS3,2018.0,Action,0.0,0.0,,,,18013
3191,PS3,2015.0,Action,0.0,0.0,,,,26580
3192,X360,2017.0,Simulation,0.0,0.0,,,,26087
3193,3DS,2015.0,Role-Playing,0.0,0.0,,,,47554
3194,PC,2017.0,Strategy,0.0,3.0,63.0,6.8,RP,26919
3195,3DS,2017.0,Platform,0.0,0.0,74.0,7.7,E,25818
3196,PC,2018.0,Role-Playing,0.0,3.0,,,,11564
3197,PC,2017.0,Puzzle,1.0,2.0,,tbd,T,27484
3198,DS,2017.0,Puzzle,1.0,2.0,,,,20050
3199,WiiU,2015.0,Misc,0.0,0.0,,,,31739
3200,DS,2017.0,Puzzle,3.0,0.0,,tbd,E,12405
3201,PS3,2017.0,Adventure,0.0,0.0,,,,20396
3202,PS4,2016.0,Misc,2.0,0.0,73.0,tbd,E10+,10759
3203,PC,2017.0,Racing,0.0,3.0,,,,39882
3204,PS4,2015.0,Action,3.0,0.0,,tbd,T,25914
3205,PC,2017.0,Misc,3.0,0.0,,tbd,T,17492
3206,PS3,2015.0,Role-Playing,0.0,0.0,,,,34828
3207,PC,2017.0,Adventure,3.0,0.0,,tbd,E,29770
3208,3DS,2017.0,Sports,0.0,3.0,,tbd,E,20343
3209,PS3,2018.0,Role-Playing,0.0,0.0,,,,14543
3210,3DS,2017.0,Simulation,0.0,0.0,,,,32507
3211,3DS,2018.0,Role-Playing,0.0,0.0,,,,26172
3212,WiiU,2018.0,Platform,0.0,3.0,,,,49293
3213,PS3,2015.0,Role-Playing,0.0,0.0,,,,41196
3214,PS3,2018.0,Action,0.0,0.0,,,,21670
3215,3DS,2015.0,Role-Playing,0.0,0.0,,,,49705
3216,3DS,2017.0,Action,0.0,3.0,,,,14116
3217,PSV,2015.0,Sports,0.0,3.0,,tbd,E,13313
3218,3DS,2017.0,Simulation,0.0,0.0,,,,16691
3219,PC,2016.0,Racing,0.0,3.0,,,,23198
3220,PC,2016.0,Role-Playing,0.0,3.0,83.0,6.1,M,23975
3221,PSV,2017.0,Strategy,0.0,0.0,,,,49661
3222,3DS,2016.0,Misc,3.0,0.0,,,,33852
3223,PS3,2018.0,Adventure,0.0,0.0,,,,43044
3224,DS,2017.0,Sports,0.0,3.0,,tbd,E,22143
3225,XOne,2015.0,Adventure,3.0,0.0,,,,29943
3226,X360,2016.0,Adventure,1.0,2.0,,,,37332
3227,3DS,2015.0,Action,0.0,3.0,,tbd,E,25265
3228,PS4,2016.0,Action,0.0,0.0,,,,11621
3229,DS,2018.0,Action,3.0,0.0,,tbd,E,10193
3230,3DS,2017.0,Action,0.0,0.0,,,,17527
3231,PC,2016.0,Action,3.0,0.0,73.0,6.3,E,12795
3232,PC,2018.0,Action,0.0,3.0,84.0,8.3,,13427
3233,PS3,2017.0,Action,2.0,0.0,,,,48233
3234,3DS,2018.0,Adventure,0.0,0.0,,,,11901
3235,PS4,2016.0,Role-Playing,0.0,0.0,,,,39876
3236,PSV,2015.0,Platform,0.0,0.0,,,,34399
3237,PSV,2015.0,Action,0.0,0.0,,,,26334
3238,PSP,2018.0,Adventure,0.0,0.0,,,,47107
3239,PC,2016.0,Racing,0.0,3.0,86.0,8.7,E,41145
3240,PC,2018.0,Racing,0.0,3.0,80.0,6.8,E10+,13930
3241,PS4,2016.0,Action,1.0,1.0,80.0,8,M,10276
3242,PC,2017.0,Adventure,0.0,3.0,,,,13165
3243,PSV,2017.0,Role-Playing,0.0,0.0,,,,30484
3244,PSV,2015.0,Action,0.0,0.0,,,,15691
3245,Wii,2017.0,Misc,3.0,0.0,,tbd,E10+,34800
3246,PSV,2016.0,Role-Playing,0.0,0.0,,,T,16405
3247,3DS,2015.0,Action,0.0,0.0,,,,42930
3248,PS3,2015.0,Fighting,0.0,0.0,,,,12749
3249,X360,2015.0,Sports,0.0,3.0,,8,E,41447
3250,PSV,2017.0,Role-Playing,0.0,0.0,65.0,7.3,T,35649
3251,PS3,2018.0,Shooter,3.0,0.0,,5.9,T,16265
3252,PS3,2018.0,Sports,0.0,0.0,,,,43858
3253,X360,2015.0,Adventure,2.0,0.0,,,,46636
3254,PC,2018.0,Adventure,0.0,3.0,,,,45972
3255,PSV,2018.0,Action,2.0,1.0,,,,39355
3256,PS3,2018.0,Action,0.0,2.0,,7.8,T,12985
3257,PSV,2015.0,Adventure,0.0,0.0,,,,43132
3258,PSP,2017.0,Adventure,0.0,0.0,,,,11452
3259,PSP,2017.0,Adventure,0.0,0.0,,,,23161
3260,PSV,2015.0,Action,0.0,0.0,,,,49054
3261,PSV,2015.0,Adventure,0.0,0.0,,,,31035
3262,DS,2017.0,Puzzle,0.0,3.0,,,,30186
3263,PSV,2015.0,Sports,0.0,2.0,,,,42124
3264,PSV,2018.0,Adventure,0.0,0.0,,,,23621
3265,PC,2017.0,Platform,0.0,2.0,,,,21420
3266,PS3,2018.0,Role-Playing,0.0,0.0,,,,36251
3267,3DS,2018.0,Adventure,3.0,0.0,88.0,8.8,M,44408
3268,PS3,2017.0,Fighting,0.0,0.0,80.0,7.3,T,37105
3269,PC,2015.0,Action,0.0,3.0,74.0,7.6,T,12609
3270,XOne,2015.0,Racing,0.0,3.0,65.0,,,14773
3271,XOne,2018.0,Sports,3.0,0.0,64.0,5.4,E,29223
3272,PSV,2015.0,Action,0.0,0.0,,,,34253
3273,PSP,2017.0,Adventure,0.0,0.0,,,,44103
3274,X360,2017.0,Action,0.0,3.0,,,,13363
3275,PS3,2018.0,Action,2.0,0.0,,tbd,,11414
3276,PSP,2017.0,Adventure,0.0,0.0,,,,25130
3277,Wii,2017.0,Platform,0.0,3.0,,,,11885
3278,PSV,2016.0,Adventure,0.0,0.0,,,,25216
3279,PSP,2017.0,Role-Playing,0.0,0.0,,,,30010
3280,PS4,2016.0,Action,1.0,2.0,78.0,7.6,E10+,10272
3281,WiiU,2018.0,Misc,0.0,0.0,,,,31489
3282,PSP,2018.0,Action,0.0,0.0,,,,26889
3283,WiiU,2018.0,Misc,1.0,1.0,52.0,5.2,E10+,32218
3284,DS,2017.0,Misc,0.0,0.0,,,,40929
3285,PSV,2018.0,Adventure,0.0,0.0,,,,43052
3286,DS,2017.0,Misc,0.0,0.0,,,,24688
3287,PC,2017.0,Simulation,0.0,2.0,70.0,6.7,T,32800
3288,3DS,2017.0,Action,3.0,0.0,,7.1,E10+,13829
3289,3DS,2018.0,Adventure,0.0,0.0,,,,16372
3290,3DS,2018.0,Action,1.0,1.0,43.0,tbd,E10+,40186
3291,X360,2015.0,Sports,0.0,3.0,,,E,24132
3292,PC,2017.0,Strategy,0.0,3.0,,,,15614
3293,PSV,2015.0,Action,0.0,2.0,,tbd,,24677
3294,PC,2017.0,Adventure,0.0,3.0,72.0,8.1,,27300
3295,WiiU,2016.0,Action,0.0,3.0,,6.9,T,24177
3296,PS3,2018.0,Misc,0.0,0.0,,,,36400
3297,PSP,2017.0,Adventure,0.0,0.0,,,,37868
3298,PSV,2015.0,Role-Playing,0.0,0.0,,,,41653
3299,XOne,2016.0,Racing,1.0,2.0,74.0,8.1,E,17046
3300,PS3,2017.0,Simulation,0.0,0.0,,,,37576
3301,PSV,2016.0,Action,0.0,0.0,,,,11012
3302,3DS,2016.0,Role-Playing,0.0,0.0,,,,33052
3303,X360,2017.0,Role-Playing,0.0,0.0,,,,12890
3304,PSV,2015.0,Action,0.0,0.0,,,,49484
3305,PSV,2015.0,Action,0.0,0.0,,,,21256
3306,PSV,2015.0,Role-Playing,1.0,1.0,,,,31296
3307,PC,2018.0,Shooter,0.0,2.0,59.0,5.3,M,36691
3308,3DS,2015.0,Strategy,0.0,0.0,,,,25964
3309,PS3,2015.0,Action,0.0,0.0,,7.4,T,17024
3310,PSP,2017.0,Misc,0.0,0.0,,,,24755
3311,PSV,2015.0,Adventure,0.0,0.0,,,,28379
3312,3DS,2015.0,Action,0.0,3.0,,tbd,E10+,49547
3313,PSP,2018.0,Action,0.0,0.0,,,,21767
3314,PC,2018.0,Role-Playing,0.0,3.0,73.0,6.9,M,28245
3315,PSV,2015.0,Role-Playing,0.0,0.0,,,,36318
3316,X360,2017.0,Adventure,1.0,2.0,83.0,7.7,,25766
3317,3DS,2018.0,Misc,0.0,0.0,,,,49848
3318,PC,2018.0,Sports,0.0,2.0,90.0,6.8,E,43848
3319,PSP,2017.0,Misc,0.0,0.0,,,,28047
3320,XOne,2016.0,Adventure,2.0,1.0,,4.3,M,20213
3321,X360,2017.0,Misc,3.0,0.0,,tbd,T,25586
3322,PSP,2018.0,Adventure,0.0,0.0,,,,45471
3323,PSV,2018.0,Adventure,0.0,0.0,,,,20764
3324,Wii,2015.0,Action,0.0,3.0,,tbd,E,16416
3325,PS3,2015.0,Sports,0.0,2.0,,tbd,E,22601
3326,PC,2017.0,Action,3.0,0.0,73.0,6.6,E10+,15599
3327,PS4,2016.0,Action,0.0,0.0,,,,20438
3328,PSV,2016.0,Role-Playing,0.0,0.0,,,,18172
3329,PS3,2017.0,Misc,0.0,0.0,,,,42651
3330,PSV,2015.0,Adventure,0.0,0.0,,,,22031
3331,WiiU,2016.0,Platform,2.0,1.0,48.0,4.6,E10+,20416
3332,PC,2015.0,Adventure,0.0,3.0,,,,27906
3333,PSV,2016.0,Action,0.0,0.0,,,,40667
3334,PC,2017.0,Action,0.0,2.0,,,,31073
3335,PSV,2016.0,Role-Playing,0.0,2.0,73.0,8.4,T,20075
3336,PS4,2015.0,Puzzle,0.0,2.0,88.0,8.4,E10+,42661
3337,3DS,2015.0,Action,0.0,0.0,,,,34284
3338,DS,2017.0,Adventure,0.0,3.0,,tbd,E10+,45087
3339,PSP,2017.0,Adventure,0.0,0.0,,,,27894
3340,PSP,2017.0,Adventure,0.0,0.0,,,,24468
3341,PSV,2015.0,Action,0.0,0.0,,,,33886
3342,X360,2018.0,Action,0.0,0.0,,,,16263
3343,PC,2015.0,Racing,0.0,3.0,68.0,4.8,E,13278
3344,PSP,2017.0,Misc,0.0,2.0,,,,13930
3345,PSP,2017.0,Adventure,0.0,0.0,,,,29270
3346,PSP,2017.0,Adventure,0.0,0.0,,,,25032
3347,PSP,2018.0,Role-Playing,0.0,0.0,,,,27391
3348,PS3,2018.0,Action,0.0,0.0,,,,29434
3349,PSV,2016.0,Adventure,0.0,0.0,,,,33753
3350,PSV,2017.0,Simulation,0.0,0.0,,,,23265
3351,PS3,2017.0,Action,0.0,0.0,,,,20639
3352,PC,2016.0,Simulation,0.0,3.0,46.0,6.1,,28528
3353,PC,2017.0,Puzzle,0.0,2.0,,tbd,,31457
3354,PSV,2016.0,Adventure,0.0,0.0,,,,12317
3355,WiiU,2017.0,Misc,1.0,1.0,,,,15439
3356,X360,2017.0,Misc,0.0,2.0,,,T,15028
3357,X360,2017.0,Action,0.0,0.0,,,,48900
3358,X360,2018.0,Shooter,2.0,0.0,,7.3,T,26955
3359,PSV,2017.0,Role-Playing,0.0,0.0,,,,19948
3360,PS4,2016.0,Adventure,1.0,1.0,,,,33168
3361,PSV,2016.0,Role-Playing,0.0,0.0,,,,27810
3362,PSP,2017.0,Adventure,0.0,0.0,,,,29491
3363,X360,2017.0,Role-Playing,0.0,0.0,,,,28182
3364,PC,2018.0,Adventure,0.0,2.0,82.0,8.3,,38090
3365,PSP,2017.0,Misc,0.0,0.0,,,,45957
3366,3DS,2017.0,Action,2.0,0.0,,,,14697
3367,PSP,2017.0,Adventure,0.0,0.0,,,,21007
3368,PSV,2016.0,Role-Playing,0.0,0.0,,,,15020
3369,PS3,2018.0,Racing,2.0,1.0,58.0,3.5,E,26293
3370,PS3,2016.0,Action,0.0,0.0,,,,17073
3371,PSV,2015.0,Adventure,0.0,0.0,,,,13853
3372,PSP,2017.0,Misc,0.0,0.0,,,,26374
3373,PSV,2015.0,Simulation,0.0,0.0,,,,31348
3374,PSV,2017.0,Adventure,1.0,0.0,43.0,7.4,M,15932
3375,DS,2017.0,Action,0.0,0.0,,,,13731
3376,3DS,2015.0,Misc,0.0,0.0,,,,15701
3377,PSP,2018.0,Action,0.0,0.0,,,,24966
3378,PS3,2018.0,Action,0.0,0.0,,,,46850
3379,PSV,2017.0,Platform,1.0,1.0,,8.2,E10+,16867
3380,PS4,2016.0,Action,1.0,0.0,82.0,6.6,M,10631
3381,PS3,2018.0,Adventure,0.0,0.0,,,,49660
3382,Wii,2017.0,Action,0.0,3.0,,,T,10380
3383,PS3,2015.0,Adventure,0.0,0.0,,,,31003
3384,3DS,2015.0,Action,0.0,3.0,,8.8,E,20145
3385,3DS,2017.0,Fighting,0.0,0.0,,,,18280
3386,PSP,2018.0,Action,0.0,0.0,,,,40278
3387,PS3,2016.0,Sports,0.0,2.0,,tbd,,18065
3388,PC,2017.0,Role-Playing,0.0,2.0,74.0,7.6,T,27183
3389,DS,2017.0,Adventure,0.0,2.0,,,E10+,43599
3390,XOne,2015.0,Sports,2.0,0.0,45.0,tbd,,36555
3391,PSV,2018.0,Adventure,0.0,0.0,,,,46384
3392,XOne,2016.0,Role-Playing,1.0,1.0,68.0,7.4,M,10326
3393,PS4,2016.0,Action,2.0,0.0,,,,21664
3394,PSV,2016.0,Action,1.0,1.0,,8.3,T,47333
3395,3DS,2016.0,Simulation,0.0,2.0,,tbd,,45441
3396,PS3,2018.0,Adventure,0.0,0.0,,,,10248
3397,PS4,2015.0,Misc,0.0,0.0,,,,14000
3398,3DS,2016.0,Fighting,0.0,0.0,,,,19364
3399,3DS,2018.0,Strategy,2.0,0.0,,,,38332
3400,PSV,2018.0,Misc,0.0,0.0,,,,49432
3401,PS4,2015.0,Action,0.0,2.0,59.0,6.6,E,37175
